Gene_acc,Gene_id,84P1,84P2,84P3,84M1,84M2,84M3,Desc
2941,Tb927.3.3500:mRNA-p1,427603.4688,409454.125,391202.4063,480616.5938,470062,450919.0313,"hypothetical protein, conserved"
2942,Tb927.3.3510:mRNA-p1,73903.73438,74076.42969,76160.53125,74289.74219,76709.03906,70038.59375,"hypothetical protein, conserved"
2943,Tb927.3.3520:mRNA-p1,72696.9375,73565.29688,79663.48438,88309.89063,95034.8125,96202.95313,Present in the outer mitochondrial membrane proteome 25
2945,Tb927.3.3540:mRNA-p1,176504.2344,181476.9063,208868.1406,209242.625,211507.2031,215573.75,Nucleoporin NUP53b
2946,Tb927.3.3560:mRNA-p1,4901065,4522583.5,4547634,3828352.75,3508589.75,3442219.25,"U-box domain containing protein, putative"
2947,Tb927.3.3580:mRNA-p1,6282302,5675907,5701889,4475708,4401671,4420916,"heat shock protein 90, putative"
2948,Tb927.3.3590:mRNA-p1,365678.5625,377233.9063,336222.4688,588662.625,640270,600390.375,"U3 small nucleolar ribonucleoprotein protein MPP10, putative"
2949,Tb927.3.3610:mRNA-p1,1510947.125,1219974.375,1517744.75,2103305,2314635.25,2179723.75,"peroxisomal targeting signal 2 receptor, putative"
2950,Tb927.3.3630:mRNA-p1,175900.8281,222395.7969,217902.2344,119223.6563,116026.6563,98736.35156,"Elongation factor Ts, mitochondrial, putative"
2951,Tb927.3.3640:mRNA-p1,148600.5938,147578,143575.4688,149659.0781,163066.2969,147459.9219,bardet-biedl syndrome 7 protein
2952,Tb927.3.3650:mRNA-p1,185295.8906,172638.375,174713.0156,204376.0469,244708.1406,207641.75,"hypothetical protein, conserved"
2953,Tb927.3.3670:mRNA-p1,396698.125,422130.9063,411002.4375,373028.4375,364782.125,407955.3125,Triple RNA binding domain protein 3
2954,Tb927.3.3690:mRNA-p1,1701774,1578718.5,1596945.5,2179461.5,2198862.5,2144104,"flagellar radial spoke protein-like, putative"
2956,Tb927.3.3730:mRNA-p1,192687.5313,229122.2656,190101.125,137026.7344,144103.7188,89032.34375,"ABC transporter, putative"
2957,Tb927.3.3740:mRNA-p1,19413.42969,19493.69727,15455.05469,13181.77148,16773.73633,16827.74805,"Zinc-finger double-stranded RNA-binding, putative"
2958,Tb927.3.3750:mRNA-p1,7303412,6447606,6432248,6657527.5,6526018.5,6870027,"paraflagellar rod component, putative"
2959,Tb927.3.3760:mRNA-p1;Tb927.3.3780:mRNA-p1,36905384,33643072,33216700,33696648,32480692,35503488,"tryparedoxin 1a, putative"
2960,Tb927.3.3800.1:mRNA-p1;Tb927.3.3800.2:mRNA-p1,109212.0938,104650.5313,103096.8906,81538.19531,93070.78125,85398.99219,"hypothetical protein, conserved"
2961,Tb927.3.3810:mRNA-p1,95058.41406,90505.13281,95708.07813,58301.38672,62787.37109,5810.859863,"Etoposide-induced protein 2.4 (EI24), putative"
2962,Tb927.3.3820:mRNA-p1,1060018.375,1198855.75,1236406.75,957106.8125,951848.0625,975547.9375,"hypothetical protein, conserved"
2963,Tb927.3.3830:mRNA-p1,1045623.75,1031883.438,1042428.125,969293.9375,1038977.938,1014543.438,"hypothetical protein, conserved"
2965,Tb927.3.3850:mRNA-p1,1300060.125,1398991.25,1211126.25,1180506.75,1127026.75,1210185.75,COPII coat assembly protein sec16
2966,Tb927.3.3870:mRNA-p1,193965.625,192710.2031,203922.0469,124834.4922,59113.91016,58213.0625,"lipase domain protein, putative"
2967,Tb927.3.3880:mRNA-p1,208044.5938,231955.3906,216938.8125,204178.5781,201676.8281,220844.3281,"hypothetical protein, conserved"
2968,Tb927.3.3900:mRNA-p1,1249796.125,1295858.75,1252980.625,988465.375,908842.3125,968893.5,"carnitine O-palmitoyltransferase II, putative"
2969,Tb927.3.3940:mRNA-p1,276523.5,297514.5,297789.5625,392022.2813,365767.625,357165.8125,"RNA-binding protein, putative"
2970,Tb927.3.3950:mRNA-p1,21543.98633,27264.37305,25951.44531,32882.74219,37542.88281,36377.26953,"hypothetical protein, conserved"
2971,Tb927.3.3970:mRNA-p1,711369.8125,560175.1875,566324.4375,628270.8125,607177.125,582303.75,"Cell growth-regulating nucleolar protein, putative"
2973,Tb927.3.4000:mRNA-p1,1146353.25,972727.125,840939.5625,1164959.75,1193333.125,1062328.625,"clathrin coat assembly protein ap19, putative"
2974,Tb927.3.4020:mRNA-p1,46610.00781,45289.34766,46576.24219,29219.3418,26952.82813,25681.49609,"phosphatidylinositol 4-kinase alpha, putative"
2975,Tb927.3.4030:mRNA-p1,218781.4531,223417.4219,225593.7188,177883.5313,152844.3594,157069.2813,"hypothetical protein, conserved"
2976,Tb927.3.4040:mRNA-p1,1870708.125,1658822.625,1721228.5,1795535.625,1549002.75,1848842,"Ankyrin repeats (3 copies), putative"
2977,Tb927.3.4060:mRNA-p1,112504.5781,112779.8906,123570.9688,126297.5859,123692.6719,135517.5625,asparagine synthetase domain-containing protein 1
2978,Tb927.3.4070:mRNA-p1,3890194.25,3480664.5,3789861.5,4263763.5,4314371,4396812,"Pyruvate transporter, putative"
2979,Tb927.3.4100:mRNA-p1,14459058,13405560,13284311,13547375,14760545,12698662,"Pyruvate transporter, putative"
2980,Tb927.3.4120:mRNA-p1,178089.75,193464.8594,178878.0469,167056.4219,171387.0781,168281.5156,"hypothetical protein, conserved"
2981,Tb927.3.4140:mRNA-p1,331999.75,314303.6875,216120.9688,331652.5313,311758.875,351373.3438,"hypothetical protein, conserved"
2982,Tb927.3.4160:mRNA-p1,804316.25,952364.25,716547.3125,924489.875,903590,994242.9375,"XPC-binding domain/UBA/TS-N domain containing protein, putative"
2983,Tb927.3.4190:mRNA-p1,1024912,1060197.75,1044437.375,921609.8125,1027047.938,962443.125,"endosomal integral membrane protein, putative"
2984,Tb927.3.4210:mRNA-p1,127222.125,430566.6563,437589.6563,448985.25,437132.0625,488599.3438,"hypothetical protein, conserved"
2986,Tb927.3.4230:mRNA-p1,637619.25,624424.25,649627.875,534304.5,512333.5625,481092.875,"serine peptidase, clan SB, family S8-like protein"
2988,Tb927.3.4250:mRNA-p1,320938.125,324745.125,327736.9375,417016.0625,528917.25,459568.8438,"hypothetical protein, conserved"
2989,Tb927.3.4260:mRNA-p1,3257964.75,2995875,2744851,2388460.25,2245768.75,2531484.5,Acetyl-CoA hydrolase
2990,Tb927.3.4270:mRNA-p1,758834.375,795584.375,761217.9375,626740.9375,621313.5625,676964.4375,"hypothetical protein, conserved"
2992,Tb927.3.4380:mRNA-p1,472553.625,517358.2188,528500.125,377574.625,378231.625,358602.5,"sorting assembly machinery 50 kDa subunit, putative"
2993,Tb927.3.4390:mRNA-p1,474077.125,505446.4063,527690.625,262535.1875,234745.7188,268947.4375,dihydrolipoamide dehydrogenase
2994,Tb927.3.4400:mRNA-p1,139694.4375,143574.3125,126706.7891,137573.4531,127937.9688,151660.6875,"basal body component, putative"
2995,Tb927.3.4410:mRNA-p1,289507.1875,294858.875,311395.5,308889.5938,314484.4688,313826.3125,"pre-RNA processing PIH1/Nop17, putative"
2996,Tb927.3.4420:mRNA-p1,650564.8125,673552.875,654297.75,601025.375,562437.1875,584023.8125,"hypothetical protein, conserved"
2997,Tb927.3.4440:mRNA-p1,62335.83594,59522.43359,58537.60938,66121.23438,57539.85938,53539.67188,"hypothetical protein, conserved"
2999,Tb927.3.4470:mRNA-p1,96151.02344,78849.89844,79846.46875,89085.70313,93475.10156,108483.9297,"hypothetical protein, conserved"
3001,Tb927.3.4490:mRNA-p1,5570058,5199577.5,5533596,6618582.5,6582661.5,6107319.5,"protein farnesyltransferase alpha subunit, putative"
3002,Tb927.3.4500:mRNA-p1,647864.5,672027.25,684268,484942.0313,473897.7813,491890.5625,"Fumarate hydratase class I, cytosolic"
3003,Tb927.3.4510:mRNA-p1,197659.25,176032.3438,176809.1563,248957.3281,236311.4688,229764.0625,"hypothetical protein, conserved"
3004,Tb927.3.4560:mRNA-p1,237215.8594,247482.3438,240191.5469,278480.4688,277606.9688,314763.375,"5'-AMP-activated protein kinase catalytic subunit alpha, putative"
3006,Tb927.3.4580:mRNA-p1,243240.4531,229558.2656,231513.2031,216423,196299.9688,216760.1094,"hypothetical protein, conserved"
3007,Tb927.3.4590:mRNA-p1,20160.09375,25853.53906,25874.30469,52452.90625,51739.47266,55010.32031,"hypothetical protein, conserved"
3008,Tb927.3.4600:mRNA-p1,427276.5938,388925.4688,402988.375,518255.9688,488994.5625,524251.125,"hypothetical protein, conserved"
3009,Tb927.3.4620:mRNA-p1,171096.125,176683.4063,173218.0313,192816.0938,186607.9063,212237.4531,"AAA domain containing protein, putative"
3010,Tb927.3.4630:mRNA-p1,1156991.5,1061358,1058170.25,1066691,1069835.625,1271606.625,"UDP-glucose:glycoprotein glucosyltransferase, putative"
3011,Tb927.3.4640:mRNA-p1,378340.6875,330812.6563,346940.7813,494290.5625,542872.4375,516727.375,"VIT family, putative"
3012,Tb927.3.4660:mRNA-p1,1982349.875,1869228.625,1821490.125,1288383.25,1441835.625,1312702.375,"WD domain, G-beta repeat, putative"
3013,Tb927.3.4670:mRNA-p1,468169.5938,425438.0625,422394.1875,390891.3125,401076.0625,403248.25,"cdc2-related kinase 10, putative"
3014,Tb927.3.4680:mRNA-p1,3554611.5,3093559.75,2932775,2489606.5,2612733.5,2571369.25,"RAB GDP dissociation inhibitor alpha, putative"
3015,Tb927.3.4710:mRNA-p1,250850.0938,250772.0156,237318.0313,226137.25,247163.2813,227083.8281,Flagellum attachment zone protein 23
3016,Tb927.3.4720:mRNA-p1,2192482,1969807.875,2056018.625,2553755.5,2331828,2535688.25,dynamin-1-like protein
3017,Tb927.3.4730:mRNA-p1;Tb927.3.4770:mRNA-p1,349669.625,343038.625,367170.2188,452041.7813,413983.7813,439031.9063,leucine-rich repeat-containing protein
3018,Tb927.3.4750:mRNA-p1;Tb927.3.4790:mRNA-p1,4572155.5,4292166,4440853,3590872.75,3373933.5,3605540.75,"Aminopeptidase M1, putative"
3019,Tb927.3.4760:mRNA-p1,590566.625,601041.6875,593792.6875,612255.1875,622556.4375,626388.25,dynamin-1-like protein
3020,Tb927.3.4800:mRNA-p1,210303.1875,216731.2813,224084.4844,188634.6875,167788.75,197853.9531,"hypothetical protein, conserved"
3021,Tb927.3.4820:mRNA-p1,1470010.375,1447894.125,1341561.25,835346.5,1400917.125,899404.625,"acyltransferase, putative"
3022,Tb927.3.4840:mRNA-p1,1383520.5,1232847,1324893.25,1205366.125,1219580.375,1167572.25,"ubiquitin carboxyl-terminal hydrolase, putative"
3023,Tb927.3.4850:mRNA-p1,286029.4063,259978.375,255259.2188,194418.3594,181292.5,205793.1094,"enoyl-CoA hydratase, mitochondrial precursor, putative"
3024,Tb927.3.4860:mRNA-p1,166747.5156,170073.6094,186144.2031,203513.9375,222231.4531,198084.9688,mitogen-activated protein kinase kinase 1
3025,Tb927.3.4880:mRNA-p1,1219385.75,1267537.25,1230965.5,1258250.5,1247083.5,1263786,"nucleosome assembly protein (NAP), putative"
3026,Tb927.3.4890:mRNA-p1,96226.35156,94997.07031,103345.6797,74124.59375,75650.48438,69634.19531,"ubiquinone biosynthesis protein COQ7 homolog, putative"
3027,Tb927.3.4910:mRNA-p1,284501.6875,274314,288408.0313,195151,211785.6094,189490.0156,"signal peptide peptidase, putative"
3028,Tb927.3.4920:mRNA-p1,874012.75,467545.4375,487397.3125,430144.25,402802.3438,1266283.25,"LETM1 and EF-hand domain-containing protein 1, putative"
3029,Tb927.3.4940:mRNA-p1,548987.6875,536226.8125,520433.7813,374477.3438,339138.9375,371848.5938,"5-histidylcysteine sulfoxide synthase, putative"
3030,Tb927.3.4970:mRNA-p1,175902.8438,178585.5469,179949.9531,220429.2969,214757.5313,219106.2656,"hypothetical protein, conserved"
3031,Tb927.3.4980:pseudogenic_transcript-p1,187511.4219,189127.9375,188608.5938,196046.375,231822.125,241103.7188,"hypothetical protein, conserved, frameshift"
3032,Tb927.3.4990:mRNA-p1,373546.8438,357990.4375,323041.3438,117915.5938,163153.375,155724.5938,"oxidoreductase, putative"
3033,Tb927.3.5010:mRNA-p1,747310.75,917991.9375,922639.1875,1221682.375,1244224.375,1074099,"hypothetical protein, conserved"
3034,Tb927.3.5020:mRNA-p1,837259.375,1445297.875,1373283.75,1633955.375,1547940.375,1625861.875,Flagellar Member 6
3036,Tb927.3.5050:mRNA-p1,23750490,22561572,22044328,17708964,16858248,16506932,60S ribosomal protein L4
3037,Tb927.3.5060:mRNA-p1,1400627.125,1774041.625,1869223.875,2826002.75,2943630.75,2876509.25,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative"
3038,Tb927.3.5070:mRNA-p1,445516.25,451045.0313,442348.625,460096.0938,506161,482101.2813,"hypothetical protein, conserved"
3039,Tb927.3.5090:mRNA-p1,2521883,2431654.5,2501733.75,2183775.25,2047780.75,2101544,"tryparedoxin 2, putative"
3040,Tb927.3.5100:mRNA-p1,231162.3125,284363.125,287462.2813,153922.7188,163777.9219,159305.125,tfiih basal transcription factor complex helicase xpb subunit
3041,Tb927.3.5110:mRNA-p1,74083.40625,65529.07813,66860.53125,94932.6875,97053.64063,117091.9766,"hypothetical protein, conserved"
3042,Tb927.3.5120:mRNA-p1,135355.2656,123121.7344,127037.4531,164947.625,150184.1563,163658.1406,"Ankyrin repeats (3 copies), putative"
3043,Tb927.3.5130:mRNA-p1,84783.88281,84884.38281,97130.76563,149434.5313,143222.1875,147169.3594,"exonuclease, putative"
3044,Tb927.3.5150:mRNA-p1,369495.9063,342243.8125,370304.9063,324024.7813,312556.4375,318099.25,"exonuclease, putative"
3046,Tb927.3.5180:mRNA-p1,5819426,6408040,7075145,6201415,5911991.5,6108234,ADF/Cofilin
3047,Tb927.3.5200:mRNA-p1,52386.97266,60316.89063,54034.66406,91844.42188,95491.61719,94831.5625,"hypothetical protein, conserved"
3049,Tb927.3.5230:mRNA-p1,35137.28516,34883.75,31188.47461,50371.38281,41621.20313,87514.02344,"DNA repair protein, putative"
3050,Tb927.3.5250:mRNA-p1,199303.3281,183450.3594,154366.5938,333405,376075.6875,396204.1875,Zinc finger CCCH domain-containing protein 8
3051,Tb927.3.5260:mRNA-p1,48262.56641,48718.70313,45987.73047,42710.09766,49815.07422,40735.47266,"hypothetical protein, conserved"
3052,Tb927.3.5270:mRNA-p1,72671.33594,56190.86719,71479.47656,55696.45703,64429.32813,61794.85547,"DNA-directed RNA polymerases II subunit, putative"
3053,Tb927.3.5280:mRNA-p1,309095.2813,281508.75,206901.4844,277734.9688,349558.1563,292186.3438,"spliceosome-associated protein 49, putative"
3055,Tb927.3.5310:mRNA-p1,526112.4375,471184.2813,492675.9063,641059.3125,585099.875,604510.625,paraflagellar rod protein
3056,Tb927.3.5320:mRNA-p1,345611.875,336644.25,333318.5,348123.6563,307728.1875,342522.5,UBX domain-containing protein
3057,Tb927.3.5330:mRNA-p1,118251.6641,116163.5938,127916.9063,165355.0938,168437.2031,154360.2031,centaurin beta 5
3058,Tb927.3.5340:mRNA-p1,4769311,4754213.5,4776126,3408933.75,3289684.25,3254148,"Hsc70-interacting protein (Hip), putative"
3060,Tb927.3.5360:mRNA-p1,100595.5859,98438.71875,94558.875,117444.0156,117439.4922,120527.5547,"FHA domain containing protein, putative"
3061,Tb927.3.5370:mRNA-p1,366411,456914.5,420359.2813,706092.4375,657787.625,820798.3125,"hypothetical protein, conserved"
3062,Tb927.3.5400:mRNA-p1,112084.1406,95332.08594,98442.1875,104656.7266,99902.79688,107515.5313,"serine/threonine protein kinase RIO1, putative"
3063,Tb927.3.5420:mRNA-p1,595537.375,602141.5625,554702.9375,578556.6875,551759.625,571365.125,protein transport protein Sec24
3064,Tb927.3.5430:mRNA-p1,1117141.375,1007245.125,1052541.5,1055038.5,1083890.125,968760.5625,"hypothetical protein, conserved"
3065,Tb927.3.5440:mRNA-p1,216542.8281,208183.4688,211919.9688,189251,194001.6406,186087.3906,"SNF2 DNA repair protein, putative"
3066,Tb927.3.5450:mRNA-p1,51516.53125,48635.10156,46533.28906,49774.79688,47724.07031,48836.83203,Basal body protein
3067,Tb927.3.5460:mRNA-p1,262488.5,261117.9844,259049.9375,266026.5938,274057.125,272508.9375,"RNA-binding protein, putative"
3068,Tb927.3.5470:mRNA-p1,305493.75,315692.2813,276448.5,293778.8438,287358.0313,333812.8125,"hypothetical protein, conserved"
3069,Tb927.3.5490:mRNA-p1,2120255.25,2067258.25,1973005.375,2182601.25,2337341,2135097.75,Putative intraflagellar transport protein B2
3070,Tb927.3.5500:mRNA-p1,1354041.125,1318891.625,1260000.375,1398707.25,1445455.625,1394542.5,"DNA-directed RNA polymerase II subunit 3, putative"
3071,Tb927.3.5520:mRNA-p1,1148956.625,1131217.75,1123794.375,900994.1875,931668.875,892449.5,26S proteasome regulatory non-ATPase subunit
3072,Tb927.3.5530:mRNA-p1,3639157.75,2709250.5,2119595,2466762.75,2218578.25,2551131,Tb-292 membrane associated protein
3073,Tb927.3.5540:mRNA-p1,1059925.625,982551.875,993147.9375,999811.0625,987877.3125,1017782.313,"dynein intermediate chain WDRD34, putative"
3074,Tb927.3.5550:mRNA-p1,2311718.25,2055022.25,2020047.375,2492668.5,2308360.25,2635902.5,intraflagellar transport protein 27
3075,Tb927.3.5570:mRNA-p1,190386.2656,202113.5,196329.4844,190670.1406,198488.5313,194854,"syntaxin, putative"
3076,Tb927.3.5580:mRNA-p1,1606211.375,1631401.125,1517628.75,1749060.875,1708851.75,1676790,tryptophanyl-tRNA synthetase
3078,Tb927.3.560:mRNA-p1,270161,283719.6875,319770.5938,317167.8438,335861.4063,330263.4375,"expression site-associated gene 11 (ESAG11) protein, putative"
3079,Tb927.3.5610:mRNA-p1,81802.34375,78701.04688,74405.53125,59005.51172,48894.09766,55544.23047,Mitochondrial ribosomal protein L3
3080,Tb927.3.5620:mRNA-p1,1259053.75,1200122.25,1204173.125,1308285.625,1369716.125,1235044.75,Facilitates chromatin transcription complex subunit spt16
3081,Tb927.3.5640:mRNA-p1,160548.2969,176274.4219,191515.9531,185641.1563,193813.2344,186786.5938,"nuclear transcription factor, putative"
3082,Tb927.3.5660:mRNA-p1,1188371.25,1152146.875,1190451.125,1428619.75,1321081.125,1423933.875,"UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I"
3085,Tb927.3.610:mRNA-p1,266680.625,298849.5938,279642.0938,231624.4844,239763.25,267518.3125,"N-acetyltransferase complex ARD1 subunit, putative"
3086,Tb927.3.620:mRNA-p1,141859.2656,141324.0625,136401.5156,138903.6406,125923.9844,161082.9844,"ATP-dependent DEAD/H RNA helicase, putative"
3088,Tb927.3.640:mRNA-p1,317853.4375,298105.6563,303751.125,275514.5938,332917.6875,332531.5313,"hypothetical protein, conserved"
3089,Tb927.3.680:mRNA-p1,496529.625,249055.9844,3343495.25,2352331.25,2447105,2216933.25,"cytochrome P450, putative"
3090,Tb927.3.690:mRNA-p1,942033.9375,846099.9375,803119.875,803892.125,842520.625,811832.125,"CMGC/RCK protein kinase, putative"
3091,Tb927.3.710:mRNA-p1,26387.03516,24795.31836,30062.01953,8868.347656,9030.487305,8745.609375,"RING-variant domain containing protein, putative"
3092,Tb927.3.720:mRNA-p1,998748,1023728,945396.25,858562.8125,1045873.75,986816.25,zinc finger protein 3
3095,Tb927.3.760:mRNA-p1,336458.125,347910,337106.5625,340292.3125,340049.0625,304870.375,"hypothetical protein, conserved"
3096,Tb927.3.780:mRNA-p1,2208385.75,2634219.25,2254075.5,2440499,2252046,2561709.5,proteasome alpha 7 subunit
3097,Tb927.3.790:mRNA-p1,144327.7188,151488.6875,153506.5156,117857.0469,119922.9844,133436.6563,"zinc finger CCCH domain-containing protein 6, putative"
3098,Tb927.3.800:mRNA-p1,164188.7813,160135.3125,167625.125,209341.6094,211493.6563,195727.5625,"Vacuolar iron transporter 1, putative"
3099,Tb927.3.810:mRNA-p1,34688.29297,39836.91406,38113.12109,33092.29688,20311.60156,24928.71875,"hypothetical protein, conserved"
3101,Tb927.3.830:mRNA-p1,331163.125,325970.3125,348465.9688,367719.8438,364071.3438,364608.5313,"flap endonuclease-1 (FEN-1), putative"
3102,Tb927.3.840:mRNA-p1,665813.8125,610714.0625,653614.5625,611446.375,765803.4375,643149.125,"hypothetical protein, conserved"
3103,Tb927.3.860:mRNA-p1,470324.9375,431808.875,473864.25,320876.1875,343661,329607.125,"Acyl carrier protein, mitochondrial"
3105,Tb927.3.880:mRNA-p1,418564.4375,354569.75,364419.875,409770.6875,399489.7813,450689.875,"Ankyrin repeats (3 copies), putative"
3106,Tb927.3.900:mRNA-p1,97305.26563,87771.38281,93592.375,90114.375,97857.96875,87542.42188,"PUB domain containing protein, putative"
3107,Tb927.3.910:mRNA-p1,906553.625,844968.9375,850039.4375,664059.3125,675356.9375,693548.5625,tubulin gamma chain
3108,Tb927.3.920:mRNA-p1,47219.64453,45431.49219,47060.96875,53496.04688,46935.99219,46701.95703,"hypothetical protein, conserved"
3109,Tb927.3.930:mRNA-p1,2119286.75,1995828.75,2081397.25,2725883.25,2539047,2722893,"dynein heavy chain, putative"
3110,Tb927.3.950:mRNA-p1,277448.4375,239672.9688,241209.8906,275440.75,259526.2188,289151.4063,"2OG-Fe(II) oxygenase superfamily, putative"
3111,Tb927.3.960:mRNA-p1,743435.25,482409.8125,459708.375,714353.875,487928.375,628403.375,"protein transport protein Sec61 gamma subunit, putative"
3112,Tb927.3.970:mRNA-p1,109948.6797,134544.625,154986.2969,158690.4688,230428.0469,172745.4688,Mitoribosomal SSU assembly factor 21
3113,Tb927.3.980:mRNA-p1,1059493.625,972135.75,911220.5,729845.625,711076.125,801219.125,"hypothetical protein, conserved"
3115,Tb927.4.1020:mRNA-p1,1233048.5,1222146.25,1303976.5,1019480.75,1035979.563,1058075.75,"serine-palmitoyl-CoA transferase, putative"
3117,Tb927.4.1040:mRNA-p1,223868.4375,265278.9688,282346.2813,406671.5313,422472.875,380894.4688,"hypothetical protein, conserved"
3118,Tb927.4.1070:mRNA-p1,144781.25,126219.125,135494.4688,109278.1953,111643.0078,111461.4766,Mitochondrial ribosomal protein L13
3119,Tb927.4.1080:mRNA-p1,3040724.25,3328806.75,3230237,2669066.5,2924870.75,2780147,"V-type ATPase, A subunit, putative"
3120,Tb927.4.1090:mRNA-p1,433378.4688,428796.9688,426577.6875,652566.125,623084.375,662599.9375,"endosomal integral membrane protein, putative"
3121,Tb927.4.110:pseudogenic_transcript-p1,1599639.125,1383841,1451670.375,833847.5,894924.5,957336.5,"retrotransposon hot spot protein 1 (RHS1), interrupted"
3122,Tb927.4.1100:mRNA-p1,17897890,16930800,17353162,13907225,14022839,14412819,"ribosomal protein L21E (60S), putative"
3125,Tb927.4.1140:mRNA-p1,240051.1875,224126.4531,225352.4688,239481.875,227142.3125,232383.7344,"phosphatidylinositol 4-kinase, putative"
3126,Tb927.4.1150:mRNA-p1,94273.14063,107196.375,108390.9141,174594.2969,162863.5938,177359.9063,"hypothetical protein, conserved"
3127,Tb927.4.1160:mRNA-p1,189445.9063,209067.7188,232294.2344,230658.8125,238287.0156,225964.9219,"hypothetical protein, conserved"
3128,Tb927.4.1170:mRNA-p1,367950.2813,367220.75,355116.7813,309372.375,291797.125,269454.25,"ankyrin, putative"
3129,Tb927.4.1180.2:mRNA-p1,159397.4375,160034.2813,162926.2813,173909.5156,182633.5625,184948.1875,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
3130,Tb927.4.1190:mRNA-p1,368983.1875,363995.9063,329410.5,400328.2813,356374.6563,415364.5,"LicD family, putative"
3131,Tb927.4.1220:mRNA-p1,1120788.75,1060137.25,1100530,860299.75,905443.9375,840400.5,"leucine-rich repeat protein (LRRP), putative"
3132,Tb927.4.1230:mRNA-p1,2174101.75,1943937.75,1907198,1920805.75,1762972.5,1747214.125,hypothetical protein
3133,Tb927.4.1250:mRNA-p1,500215.375,463326.75,448003.1875,497590.9063,522196.875,467866.8125,"peroxisome biogenesis factor 1, putative"
3134,Tb927.4.1270:mRNA-p1,2006675.875,2301204,2316015.75,2690475,2510889,2499473,"ruvB-like DNA helicase, putative"
3136,Tb927.4.1290:mRNA-p1,124204.4688,127324.0859,122656.2734,157304.6875,155781.4688,155755.75,"hypothetical protein, conserved"
3137,Tb927.4.1300:mRNA-p1,18670384,17506560,16840638,19172072,20713790,21493914,"amidinotransferase, putative"
3138,Tb927.4.1310:mRNA-p1,513766.875,473838.875,457438.375,471541.5,430092.1563,438040,"ZFP family member, putative"
3139,Tb927.4.1330:mRNA-p1,1127174.375,1115061,1022533.25,1141843,1172188.125,1191773.5,"DNA topoisomerase IB, large subunit"
3140,Tb927.4.1340:mRNA-p1,858527.4375,739840,791015.5,734177.3125,710952.5,693685.75,Cleavage and polyadenylation specificity factor subunit
3141,Tb927.4.1350:mRNA-p1,178655.75,186613.7969,182021.375,115296.0703,107156.6016,98987.5,glyoxalase II
3142,Tb927.4.1360:mRNA-p1,522957.6563,483430.9375,505545.3125,325579.0313,309221.9688,294810.8125,"Glucose-6-phosphate 1-epimerase, putative"
3144,Tb927.4.1380:mRNA-p1,90383.45313,81495.70313,81879.78906,70496.99219,69583.25781,77992.875,"D-Tyr-tRNA(Tyr) deacylase, putative"
3145,Tb927.4.1410:mRNA-p1,56614.22266,64998.93359,66379.84375,51540.63281,54342.33203,52348.49609,"hypothetical protein, conserved"
3147,Tb927.4.1460:mRNA-p1,187562.2813,163903.6406,173021.6875,163150.6563,147316.0625,162790.25,"Zn-finger in ubiquitin-hydrolases and other protein, putative"
3148,Tb927.4.1480:mRNA-p1,50644.42969,57159.65234,52083.23047,89395.29688,84058.20313,82670.14844,DNA cross-link repair protein pso2/snm1
3149,Tb927.4.1500:mRNA-p1,219917.7813,208550.6875,208734.7813,245470.2188,186033.75,207446.4219,RNA editing associated helicase 2
3150,Tb927.4.1510:mRNA-p1,688037.5,545544.5,713690.1875,624287.4375,679244.375,638126.5625,"phospholipid-translocating ATPase, putative"
3151,Tb927.4.1520:mRNA-p1,42742.23438,47191.17188,42492.79297,43964.41797,49523.85938,36830.52344,"Simiate family protein, putative"
3152,Tb927.4.1540:mRNA-p1,2553142,2505067.5,2609564.5,2565483.5,2546336.25,2388827,"NAD dependent epimerase/dehydratase family, putative"
3153,Tb927.4.1570:mRNA-p1,62359.375,63470.11719,75261.92188,79354.98438,77992.72656,76017.40625,"hypothetical protein, conserved"
3154,Tb927.4.1580:mRNA-p1,47693.91406,48450.36328,40875.46094,39623.9375,39873.78125,33342.55859,"WW domain containing protein, putative"
3155,Tb927.4.1590.1-p1,78250.42969,78911.47656,81758.42188,58715.53906,54840.39063,63988.46094,Present in the outer mitochondrial membrane proteome 28
3156,Tb927.4.1600:mRNA-p1,646876.5625,641876.125,651601.875,848345.5,796535.5,889270.1875,"AAA domain containing protein, putative"
3157,Tb927.4.1610:mRNA-p1,1221795.25,1288105.875,1305145,1341442.625,1333355.875,1254654.75,Tripartite attachment complex 40
3158,Tb927.4.1630:mRNA-p1,628208.4375,599766.875,612238.375,489159.2188,505330.5,525788.3125,ribosomal RNA processing protein 6
3159,Tb927.4.1650:mRNA-p1,47423.89063,39750.57031,49175.61719,57968.94531,53628.01172,60536.27734,"hypothetical protein, conserved"
3160,Tb927.4.1660:mRNA-p1,288732,300407.9688,304061.8438,301595.8125,322843.5,292876,"mitochondrial carrier protein, putative"
3161,Tb927.4.1670:mRNA-p1,124448.9375,128326.0469,118836.125,65173.57813,66618.98438,59313.42578,"cytochrome b5-like Heme/Steroid binding domain containing protein, putative"
3162,Tb927.4.1680:mRNA-p1,875349.125,846450.875,857899.375,1191664.5,1207077.75,1192188.625,"ZFP family member, putative"
3163,Tb927.4.1690:mRNA-p1,927522.1875,885984.375,891543.4375,858358.875,893920.375,828320.9375,"Retinal Maintenance, putative"
